_id,Codice_IPA,Denominazione_ente,Tipologia,homepage_status,framework_primario,framework_secondari,cms_primario,ui_frameworks,confidence,js_count,css_count,evidenze_count
20600,LOG8RSTT,Consorzio T.I.N.E.R.I. - TUTTI INSIEME NESSUNO RESTI INDIETRO,Pubbliche Amministrazioni,ok,Laravel,"React,WordPress,jQuery",,Bootstrap Italia,medium,5,3,16
20601,LOPZE33J,ISTITUZIONE TEATRO BAGLIO,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,Bootstrap Italia,high,16,7,6
20602,losrl,L'Ora S.R.L.,Gestori di Pubblici Servizi,ok,,"Laravel,jQuery",,Bootstrap,low,24,12,30
20603,LPASTSIF,Consorzio  per l'Area di Sviluppo Industriale della Provincia di Benevento,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,15,32,10
20604,LPB33JRQ,Consiglio di Bacino Padova Sud,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,11,1,7
20605,lpngf,Liceo P.Nervi G.Ferrari,Pubbliche Amministrazioni,ok,,"React,Laravel,jQuery",,Bootstrap Italia,low,22,6,26
20606,LPO96CVT,SOCIETA' GESTIONE AEROPORTO S.P.A.,Stazioni Appaltanti,ok,Drupal,"Vue,React,jQuery",Drupal,,high,22,27,36
20607,lqaps_,La Quiete Azienda Pubblica di Servizi alla Persona,Pubbliche Amministrazioni,ok,Angular,"jQuery,React",,Bootstrap Italia,medium,9,2,17
20608,lqdr,La Quadriennale di Roma,Pubbliche Amministrazioni,ok,,,,,low,1,0,0
20613,LR7TKNX6,PARCO ARCHEOLOGICO DELLE ISOLE EOLIE,Pubbliche Amministrazioni,error,,,,,low,0,0,0
20614,LRESIYGI,"I.C. ""S. PERTINI - VITTORIO VENETO""",Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,4,32
20615,lrlsc,Langhe Roero Leader Societa' Consortile a Responsabilita' Limitata,Gestori di Pubblici Servizi,ok,,"jQuery,React",,Bootstrap,low,12,18,19
20616,lrlvai,Liceo Rambaldi Valeriani Alessandro da Imola,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,12,11,16
20617,lrss,Lucca Riscossioni e Servizi Srl,Gestori di Pubblici Servizi,ok,ASP.NET,jQuery,,Bootstrap,medium,6,4,13
20618,LRUVEVK1,IC Riccardo Cotugno,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,4,32
20619,ls_,Liceo Scientifico,Pubbliche Amministrazioni,ok,Drupal,"React,jQuery",Drupal,,high,14,0,28
20620,ls_ca,Laore Sardegna,Pubbliche Amministrazioni,ok,,,,,low,4,2,0
20621,lsal_063,Liceo Scientifico Arturo Labriola,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,14,15,9
20622,lsas,Liceo Scientifico A. Serpieri,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20623,lscmd,Liceo Scientifico Classico Marconi Delpino,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,4,32
20624,lsdg,Liceo Statale Don Gnocchi,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20625,lsdsusc,Liceo Scientifico e Delle Scienze Umane-Salvatore Cantone,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,14,17,2
20626,lseb_,Liceo Scientifico Edouard Berard,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,11,10,16
20627,lseit_,Istituto d'istruzione secondaria di secondo grado in lingua tedesca Vipiteno,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,15,5,15
20628,lsfs,Liceo Scientifico Francesco Sbordone,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20629,lsgg_063,Liceo Scientifico Galileo Galilei,Pubbliche Amministrazioni,error,,,,,low,0,0,0
20630,lsgg_tn,"Liceo Scientifico Galileo Galilei di Trento Viale Bolognini, 88",Pubbliche Amministrazioni,ok,Joomla,jQuery,Joomla,Bootstrap,medium,24,18,27
20631,lslcc,LICEO SCIENTIFICO LINGUISTICO CUOCO  CAMPANELLA,Pubbliche Amministrazioni,error,,,,,low,0,0,0
20632,lslef,Liceo Scientifico e Linguistico E. Fermi Nuoro,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,11,10,3
20633,lslms,Line Servizi per La Mobilita Spa,Gestori di Pubblici Servizi,ok,WordPress,"Drupal,React,Alpine.js,jQuery",WordPress,Elementor,high,63,88,96
20634,lslsuom,Liceo Scientifico e Liceo Scienze Umane O. M. Corbino,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,Bootstrap,high,21,23,27
20635,lslt_,Liceo Scientifico in Lingua Tedesca di Bressanone  Brixen,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,medium,2,2,7
20636,lsltb_bz,Liceo Linguistico e Scientifico Brunico Nikolaus Cusanus,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,15,5,15
20637,lslts,Liceo Scientifico Ls Trebisacce Sez.Cl. Ann.,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,21,10,34
20638,lslvflo,Liceo Scientifico Leonardo da Vinci Floridia,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,17,5,28
20639,lslvt_tn,Liceo Scientifico L. da Vinci - Trento,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,11,10,16
20640,lsm,Licei Simone-Morea,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,2,2,12
20641,lsmc,Liceo Scientifico Marie Curie,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,11,10,16
20642,lsms,Liceo Statale Margherita di Savoia,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,13,14,9
20643,lsmsc,Livenza Servizi Mobilita' Srl,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,16,9,21
20644,lsmscs,Lo Scrigno Magico - Societa' Cooperativa Sociale,Gestori di Pubblici Servizi,ok,WordPress,"Drupal,React,jQuery",WordPress,,high,25,17,30
20645,lspa,Laziocrea Spa,Societa' in Conto Economico Consolidato,ok,,React,,Bootstrap Italia,low,1,4,4
20646,lspc,Liceo Statale Pitagora - Croce,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20647,lsrt,Liceo Scientifico Rispoli Tondi,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,20,11,29
20648,lss_074,Liceo Scientifico - 'Fermi Monticelli Brindisi',Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,11,10,16
20649,lssct,LICEO SCIENTIFICO STATALE CAMINITI TRIMARCHI,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20650,lssea,Liceo Scientifico Statale Edoardo Amaldi,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,20,10,32
20651,lssg,Liceo Statale Salvatore di Giacomo,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,14,16,9
20652,lssnp,Liceo Scientifico Statale Nicolo' Palmeri,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,21,9,33
20653,lST_Bz,Liceo Scientifico Torricelli,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,11,10,16
20654,LSUA,Liceo Delle Scienze Umane e Artistico,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,21,2,31
20655,lsyfi,Licei Sylos Fiore,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20656,LT321HPJ,Metro Holding Torino S.r.l.,Societa' in Conto Economico Consolidato,ok,WordPress,,WordPress,,high,13,7,7
20657,ltaspa,Livenza Tagliamento Acque S.P.A.,Gestori di Pubblici Servizi,ok,,jQuery,,,low,6,3,8
20658,ltpss,Le Tre Pievi - Servizi Sociali Alto Lario,Societa' in Conto Economico Consolidato,ok,WordPress,"React,jQuery",WordPress,Elementor,high,18,28,33
20659,luss,Lupiae Servizi Spa,Gestori di Pubblici Servizi,ok,Joomla,"React,jQuery",Joomla,Bootstrap,high,21,11,32
20660,lv_073,Istituto Leonardo da Vinci,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,23,12,32
20661,lvbg,Liceo Vasco Beccaria Govone,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,8,2,6
20662,lvgec,"Azienda Pubblica di Servizi alla Persona Letizia Veralli, Giulio Ed Angelo Cortesi",Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,21,15,36
20663,LWD9TUO1,FORMAPER S.R.L.,Stazioni Appaltanti,ok,WordPress,"React,jQuery",WordPress,Elementor,high,59,66,85
20664,LXFZQA8T,Ufficio Speciale per la Ricostruzione post sisma 2016 per la Regione Marche,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,high,35,21,22
20666,lzcc,Liceo Zingarelli-sacro Cuore Cerignola,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,20,11,29
20667,m_ae,Ministero degli Affari Esteri e della Cooperazione Internazionale,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,12,8,21
20668,m_amte,Ministero dell'Ambiente e della Sicurezza Energetica,Pubbliche Amministrazioni,ok,Liferay,jQuery,Liferay,Bootstrap Italia,high,8,5,18
20669,m_bac,Ministero della Cultura,Pubbliche Amministrazioni,ok,,"React,Laravel,jQuery",,Bootstrap Italia,low,4,6,9
20670,m_d,Ministero della Difesa,Pubbliche Amministrazioni,error,,,,,low,0,0,0
20671,m_dg,Ministero della Giustizia,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,medium,1,4,6
20672,m_ef,Ministero dell'Economia e delle Finanze,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap Italia,low,5,3,7
20673,m_inf,Ministero delle infrastrutture e dei trasporti,Pubbliche Amministrazioni,ok,Drupal,"React,jQuery",Drupal,,high,23,58,42
20674,m_it,Ministero dell'Interno,Pubbliche Amministrazioni,ok,Drupal,jQuery,Drupal,,high,38,4,83
20675,m_lps,Ministero del Lavoro e delle Politiche Sociali,Pubbliche Amministrazioni,ok,Drupal,jQuery,Drupal,Bootstrap Italia,high,37,56,76
20676,m_paf,"Ministero dell'agricoltura, della sovranità alimentare e delle foreste",Pubbliche Amministrazioni,ok,,"jQuery,React",,Bootstrap,low,8,6,16
20677,m_pi,Ministero dell'istruzione e del merito,Pubbliche Amministrazioni,ok,Liferay,,Liferay,,high,9,9,4
20678,m_sa,Ministero della Salute,Pubbliche Amministrazioni,ok,,,,,low,0,0,0
20679,m_svec,MIMIT - Ministero delle Imprese e del Made in Italy,Pubbliche Amministrazioni,ok,Joomla,jQuery,Joomla,Bootstrap Italia,high,9,10,12
20681,M1GDRYTZ,ORDINEFARMACISTI DI VIBO VALENTIA,Pubbliche Amministrazioni,ok,React,,,,high,11,0,11
20682,M2EXTCTQ,"Istituto Comprensivo ""F. D. Guerrazzi""",Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20683,m343,Comune di Valdaone,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap Italia,low,5,3,9
20684,M4UX0XWJ,la maddalena ambiente srl,Gestori di Pubblici Servizi,ok,Joomla,"React,jQuery",Joomla,Bootstrap,high,10,13,24
20685,M5WNFBU1,KINAPP S.R.L.,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,9,7,17
20686,M90V9N8Q,AZIENDA CASA EMILIA ROMAGNA DELLA PROVINCIA DI PIACENZA,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,"Elementor,Bootstrap",high,18,21,11
20687,M92GS3Z6,Sistemi Salerno - Servizi Utility S.r.l.,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,,high,11,14,7
20688,M9PDJGZL,PABLO NERUDA SRL,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,Elementor,high,14,18,29
20690,MANPXCLW,ordine provinciale della professione sanitaria di fisioterapista di salerno,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,7,2,12
20691,MAQRKIKL,ISTITUTO COMPRENSIVO 4 - AT,Pubbliche Amministrazioni,ok,,"React,Laravel,jQuery",,Bootstrap Italia,low,22,6,26
20692,maspa,Mondo Acqua S.P.A.,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,78,7,103
20693,maxxi,Fondazione Maxxi - Museo Nazionale Delle Arti del XXI Secolo,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,47,11,66
20694,mbsrl,Metro Brescia Srl,Gestori di Pubblici Servizi,ok,,,,,low,6,2,0
20695,mc,Unione Dei Comuni Monte Contessa,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,,high,24,15,36
20696,mcad,Magnifica Comunita' di Cadore,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap,low,16,22,20
20697,mcbmc,Museo Castello del Buonconsiglio Monumenti e Collezioni Provinciali,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap,high,43,16,9
20698,mcdac_tn,Magnifica Comunita Degli Altipiani Cimbri,Pubbliche Amministrazioni,ok,,,,,low,5,2,0
20699,mcrnrlv,Monti Cimini - Riserva Naturale Regionale Lago di Vico,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap,low,21,13,17
20701,mcspa,Multiservizi Caerite S.P.A.,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,Bootstrap,high,22,25,8
20702,mcsrl,Marciana Civitas S.R.L.,Gestori di Pubblici Servizi,error,,,,,low,0,0,0
20703,MCW45KZC,AMBITO TERRITORIALE DI CACCIA SALERNO,Gestori di Pubblici Servizi,ok,ASP.NET,,,Bootstrap Italia,high,7,2,8
20704,mdamc_0,Museo D'Arte Moderna e Contemporanea di Trento e Rovereto,Pubbliche Amministrazioni,ok,Next.js,React,,,high,12,1,21
20705,mdcms,Multiservizi Dei Castelli di Marino S.P.A.,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,14,15,24
20706,MDDV4KRP,Istituto per il Credito Sportivo e Culturale S.p.A.,Stazioni Appaltanti,ok,WordPress,"React,jQuery",WordPress,,high,24,35,35
20707,MDIMXUM8,ISTITUTO COMPRENSIVO 1 CECCHI STABIAE,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,34,24,11
20708,mdmspa,Mobilita di Marca S.P.A,Gestori di Pubblici Servizi,ok,,"React,jQuery",,,low,42,13,39
20709,mds,Montagna 2000 Spa,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,,high,25,23,40
20710,mdsim,Molise Dati Societa' Informatica Molisana Spa,Societa' in Conto Economico Consolidato,ok,WordPress,jQuery,WordPress,,high,15,5,27
20711,mducgt,Museo etnografico trentino San Michele,Pubbliche Amministrazioni,ok,Liferay,WordPress,Liferay,,high,17,14,7
20712,metro_rm,Roma Metropolitane Srl,Societa' in Conto Economico Consolidato,ok,ASP.NET,jQuery,,,medium,4,1,5
20714,MH1SG6PS,ASMia S.r.l.,Stazioni Appaltanti,ok,WordPress,,WordPress,Elementor,high,22,42,9
20715,MH8PWLTO,Fondazione POL.I.S.,Stazioni Appaltanti,ok,Drupal,"React,jQuery",Drupal,Bootstrap Italia,high,9,20,25
20716,MHG46308,SABB - SERVIZI AMBIENTALI BASSA BERGAMASCA S.P.A.,Stazioni Appaltanti,ok,WordPress,"React,jQuery",WordPress,Elementor,high,94,45,112
20717,MHPJCHFB,AP S.R.L.,Gestori di Pubblici Servizi,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,17,18,34
20719,micd,IC DARMON SIANI,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,14,14,9
20720,minimet,Minimetro' Spa,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,Bootstrap,high,33,21,40
20721,miris,Milano Ristorazione,Gestori di Pubblici Servizi,ok,,jQuery,,,low,4,1,4
20722,MIW2BCQE,AMBITO TERRITORIALE CACCIA N. 5,Stazioni Appaltanti,ok,WordPress,,WordPress,,high,99,17,8
20723,MJSP89IF,Azienda Servizi Mortara S.p.A.,Stazioni Appaltanti,ok,WordPress,,WordPress,Elementor,high,22,42,9
20724,MJVKG45I,ACSR Spa ,Stazioni Appaltanti,ok,WordPress,,WordPress,,high,66,2,7
20725,ML34846M,Azienda Speciale Milazzo Servizi ,Gestori di Pubblici Servizi,error,,,,,low,0,0,0
20727,MLPP1OY3,GESTIONE ESERCIZIO ACQUEDOTTI LUCCHESI s.p.a.,Gestori di Pubblici Servizi,ok,WordPress,"Drupal,React,jQuery",WordPress,Elementor,high,33,48,49
20728,mlscr,Montagna Leader S.C. A R.L,Gestori di Pubblici Servizi,ok,Drupal,"React,jQuery",Drupal,Bootstrap,high,31,2,64
20729,mmdapn,Man Museo D'Arte della Provincia di Nuoro,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,24,17,36
20730,MME8OL0B,CASTORE - SOCIETA' PER LA GESTIONE DEI SERVIZI PUBBLICI LOCALI E STRUMENTALI DI REGGIO CALABRIA S.R.L.,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,6,11,16
20732,mmspa,Marche Multiservizi S.P.A.,Gestori di Pubblici Servizi,ok,Liferay,jQuery,Liferay,,high,8,12,16
20734,MNANYKCR,ISTITUTO SUPERIORE FEDERICO II,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20736,MO84N5ZT,Unione dei Comuni delle Terre del Delta,Pubbliche Amministrazioni,ok,,,,,low,8,0,3
20737,MOO2BXHE,MERIDAUNIA SCARL,Gestori di Pubblici Servizi,ok,,jQuery,,Bootstrap Italia,low,6,2,9
20738,mospa,Monterosa S.P.A.,Gestori di Pubblici Servizi,ok,ASP.NET,jQuery,,Bootstrap,high,6,3,22
20739,mosspa,Mosema S.P.A.,Gestori di Pubblici Servizi,error,,,,,low,0,0,0
20740,mps,Monterenzio Patrimonio Srl,Gestori di Pubblici Servizi,error,,,,,low,0,0,0
20741,mpss,Montecatini Parcheggi e Servizi Spa,Gestori di Pubblici Servizi,error,,,,,low,0,0,0
20742,MQBBG04M,"ISTITUTO COMPRENSIVO STATALE ""HERO PARADISO-S.G. BOSCO""",Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,23,13,34
20743,mr,Unione Dei Comuni Valdostani Mont-Rose,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap,medium,5,4,3
20744,MRI3MBTT,AMBITO TERRITORIALE DI CACCIA AREE CONTIGUE,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,,high,23,34,8
20746,ms_042,Viva Servizi Spa,Gestori di Pubblici Servizi,ok,Joomla,jQuery,Joomla,Bootstrap,high,12,5,23
20747,msbcs,Messina Servizi Bene Comune Spa,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,Bootstrap,high,25,26,34
20748,mscity,Messina Social City,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,Bootstrap,high,34,32,10
20749,msdl,Museo Storico della Liberazione,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Elementor,high,27,31,43
20750,msfcs_0,Museo Storico della Fisica e Centro Studi e Ricerche Enrico Fermi,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Elementor,high,19,27,34
20751,msl,Messinambiente Spa in Liquidazione,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,"Elementor,Bootstrap",high,15,21,35
20752,mspa,Mm S.P.A.,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,Elementor,high,25,34,42
20753,msscar,Murgia Sviluppo Scarl,Gestori di Pubblici Servizi,ok,ASP.NET,jQuery,,,high,14,7,27
20754,msu,Lucca Plus s.r.l.,Gestori di Pubblici Servizi,ok,WordPress,"Drupal,jQuery",WordPress,"Elementor,Bootstrap",high,25,29,42
20755,msuni,Multiservice Srl Unipersonale,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,19,19,27
20756,MT4NWYDE,FONDAZIONE E.U.L.O. - UNIVERSITA' DI BRESCIA,Stazioni Appaltanti,error,,,,,low,0,0,0
20757,MT811TON,Consorzio per la realizzazione del sistema integrato di Welfare dell'Ambito territoriale sociale BR1 ,Pubbliche Amministrazioni,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,14,14,30
20758,MTAD8L03,COINGER SRL,Gestori di Pubblici Servizi,ok,WordPress,"React,Alpine.js,jQuery",WordPress,,high,25,7,32
20759,mtsca,Marche Teatro Scarl,Societa' in Conto Economico Consolidato,ok,WordPress,"React,jQuery",WordPress,,high,43,51,57
20760,MTSN,Museo delle Scienze,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,5,4,9
20761,mtso,Museo Tattile Statale Omero,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap,high,16,11,33
20762,MTW844VW,C.I.R.A. (CENTRO ITALIANO RICERCHE AEROSPAZIALI) S.C.P.A,Societa' in Conto Economico Consolidato,ok,,jQuery,,Bootstrap,low,3,6,5
20763,mvis_070,Molise Verso Il 2000 Scrl,Stazioni Appaltanti,ok,WordPress,"Drupal,React,jQuery",WordPress,"Elementor,Bootstrap",high,42,61,60
20764,MX58T0UN,"Ordine interprovinciale della professione sanitaria di fisioterapista di Catanzaro, Crotone e Vibo Valentia",Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,19,7,25
20765,MXDPGDOW,CONSORZIO STABILE OLIMPO,Gestori di Pubblici Servizi,ok,WordPress,"Drupal,React,Stimulus,jQuery",WordPress,Elementor,high,33,35,61
20766,MXP7BAE8,SERVIZI FONDO BOMBOLE METANO,Stazioni Appaltanti,ok,WordPress,"jQuery,React",WordPress,Elementor,high,35,24,55
20767,MYH2SPXX,AZIENDA SPECIALE COMUNI RIUNITI,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,14,8,28
20768,MYXFMXL1,ISTITUTO COMPRENSIVO PASIANO - CHIONS - PRAVISDOMINI,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,11,10,16
20769,MZ7YASO4,SERVICE 24 AMBIENTE SRL,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,,high,4,3,7
20771,N09ZDD7D,"IIS ""B.Cavalieri - D.Marignoni""",Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,20,10,9
20772,N0FB21G5,Edilizia Pubblica Pratese S.p.A.,Stazioni Appaltanti,ok,,jQuery,,Bootstrap,low,17,12,24
20773,N0J1NTQ4,ISTITUTO D'ISTRUZIONE SUPERIORE GALILEI,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20774,N0PNPPR5,Fondazione Museo Nazionale della Scienza e della Tecnologia Leonardo da Vinci,Stazioni Appaltanti,ok,Angular,jQuery,,,medium,5,2,7
20775,N13LHACJ,I.A.S. INDUSTRIA ACQUA SIRACUSANA S.P.A.,Gestori di Pubblici Servizi,ok,,"Vue,jQuery,React",,Bootstrap Italia,low,13,5,20
20776,N1E53BZ6,ISTITUZIONE MUSICALE F. MULE' CITTA' DI NOTO,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,,high,14,14,13
20777,N212H5C2,VALLE IMAGNA VILLA D'ALME' AZIENDA TERRITORIALE PER I SERVIZI ALLA PERSONA,Stazioni Appaltanti,ok,WordPress,,WordPress,,high,14,6,8
20778,N2G6Z4NV,"Federazione provinciale dei Consorzi di bonifica, di irrigazione e di miglioramento fondiario",Stazioni Appaltanti,ok,WordPress,"React,jQuery",WordPress,,high,19,15,28
20779,N2TPQAGX,Azienda Speciale Consortile Servizi alla Persona,Stazioni Appaltanti,ok,ASP.NET,"React,jQuery",,Bootstrap,medium,5,5,9
20780,N3SKA38L,"Istituto Comprensivo ""S. Pio X - G. Bovio"" ",Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,20,11,6
20781,N5DN4JUC,Federazione Italiana Sport Rotellistici,Stazioni Appaltanti,ok,Joomla,"React,jQuery",Joomla,,medium,18,7,25
20782,N8H91C27,GRUPPO DI AZIONE LOCALE SUD-EST BARESE S.c.a r.l.,Gestori di Pubblici Servizi,ok,Joomla,jQuery,Joomla,Bootstrap,high,30,18,53
20783,N8UGGL4N,Fondazione Its Academy Sistema Moda,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,Elementor,high,21,27,33
20784,N91DZR6M,CONSORZIO DI BONIFICA ADIGE PO,Stazioni Appaltanti,error,,,,,low,0,0,0
20786,N9GU2KJC,Fondazione Istituto Tecnologico Superiore ITS Academy Nuove Tecnologie per il Made in Italy nelle Marche,Gestori di Pubblici Servizi,ok,,"React,jQuery",,Bootstrap,low,6,3,9
20788,NA68N943,ACQUI RETE GAS SRL,Gestori di Pubblici Servizi,error,,,,,low,0,0,0
20789,NAIC8GV0,Istituto Comprensivo Colombo di Frattaminore,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,32,22,10
20790,NAO58KOL,Parrocchia San Nicola di Bari in Prepezzano,Stazioni Appaltanti,ok,,,,,low,2,2,0
20791,NAPC4000,Liceo Classico Statale V. Emanuele II-G. Garibaldi,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,14,15,9
20792,NAPC9125,AZIENDA SPECIALE MONTE GREEN MANO,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,12,5,8
20793,naspa,NUOVE ACQUE SPA,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,Bootstrap,high,11,10,22
