_id,Codice_IPA,Denominazione_ente,Tipologia,homepage_status,framework_primario,framework_secondari,cms_primario,ui_frameworks,confidence,js_count,css_count,evidenze_count
20390,JLAJZ639,Azienda Sanitaria Territoriale di Fermo,Pubbliche Amministrazioni,ok,Next.js,,,,high,16,3,2
20391,JLZC54RX,ANCONA ENTRATE SRL,Gestori di Pubblici Servizi,ok,,"jQuery,React",,Bootstrap,low,12,24,20
20393,JOKJU4JE,Ordine Interprovinciale della Professione Sanitaria di Fisioterapista di Bologna e Ferrara,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Elementor,high,30,31,47
20394,JOO2SEAF,Centro Pensioni Complementari Regionali SpA (in breve Pensplan Centrum SpA),Societa' in Conto Economico Consolidato,ok,,,,Bootstrap Italia,low,0,0,2
20395,JP7K5XMD,ASTER AGENZIA SERVIZI AL TERRITORIO SRL,Gestori di Pubblici Servizi,ok,Joomla,,Joomla,Bootstrap,high,34,22,3
20396,jpsrl,Jesolo Patrimonio S.R.L.,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,,high,0,0,3
20397,JPW4HC1I,I.C. E. DE AMICIS,Pubbliche Amministrazioni,ok,WordPress,Joomla,WordPress,Bootstrap Italia,high,6,2,6
20399,JRMYATNV,CERMEC - CONSORZIO ECOLOGIA E RISORSE DI MASSA E CARRARA,Stazioni Appaltanti,ok,WordPress,,WordPress,,high,14,18,8
20400,JRRHBYMO,consorzio regionale per l'innovazione tecnologica della serricoltura,Stazioni Appaltanti,error,,,,,low,0,0,0
20401,jrsurl,Julia Rete S.U.R.L.,Gestori di Pubblici Servizi,ok,ASP.NET,"React,jQuery",,Bootstrap,medium,19,12,33
20402,jslato,Joniambiente Spa in Liquidazione - A.T.O. Ct1,Societa' in Conto Economico Consolidato,ok,WordPress,,WordPress,,high,8,5,6
20403,jsrlc,Jtaca S.R.L. Con Socio Unico,Gestori di Pubblici Servizi,ok,WordPress,"jQuery,React",WordPress,,high,14,10,26
20405,JU1F9KXS,CENTRO NAZIONALE DI ADROTERIAPIA ONCOLOGIA ,Stazioni Appaltanti,ok,,jQuery,,,low,5,3,5
20406,JU96IVO2,SOCIETà AEROPORTUALE CALABRESE,Stazioni Appaltanti,ok,WordPress,"React,jQuery",WordPress,Tailwind CSS,high,15,3,34
20408,JVP6XEOA,Etnos società cooperativa sociale,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,13,3,24
20409,JW8PDZ3S,AZIENDA SPECIALE TOANO,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,,high,11,7,9
20410,JWKZHDNI,SERVIZI ECOLOGICI AMBIENTALI SAVONA SEA-S SRL,Stazioni Appaltanti,ok,WordPress,"ASP.NET,jQuery,React",WordPress,"Bootstrap Italia,Elementor",high,21,25,37
20412,JWYKGKXA,aerarium p.a. srl,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,Bootstrap,high,32,22,9
20413,JX0I9HYA,SIS S.R.L.,Stazioni Appaltanti,ok,WordPress,"Drupal,React,jQuery",WordPress,Elementor,high,16,26,32
20414,JY9EXZCT,I.C. SCIANNA-CIRINCIONE,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20415,JYLT99I8,I.T.E  DE VITI DE MARCO,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,2,2,5
20416,JZC70PTU,AZIENDA SERVIZI MUNICIPALI RIETI SPA,Gestori di Pubblici Servizi,ok,Joomla,,Joomla,Bootstrap,high,19,16,3
20417,JZXCXLED,ISTITUTO COMPRENSIVO ARENZANO/COGOLETO,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,17,9,30
20418,JZXL7734,Agenzia regionale di protezione civile - Regione Abruzzo,Pubbliche Amministrazioni,ok,,,,,low,0,0,0
20419,K0OINIOJ,Soelia S.p.A.,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,18,12,31
20420,K0PNP1SL,Istituto Nazionale Ricerche Turistiche,Stazioni Appaltanti,ok,,,,,low,1,0,1
20421,K0TJGFT9,SDAG SPA A SOCIO UNICO,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,,high,8,6,17
20422,K0YUGDZ8,ORDINE DELLA PROFESSIONE SANITARIA DI FISIOTERAPISTA,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Elementor,high,24,35,34
20426,K4PM0HIP,ISTITUTO COMPRENSIVO SANTA LUCIA DEL MELA,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,4,32
20427,K5WYC3QT,ISTITUTO DEI CIECHI DELLA SARDEGNA MAURIZIO FALQUI,Pubbliche Amministrazioni,error,,,,,low,0,0,0
20429,K75JH2PF,LICEO SCIENTIFICO DA VINCI ARZIGNANO,Pubbliche Amministrazioni,ok,WordPress,"Joomla,React,jQuery",WordPress,Bootstrap Italia,high,5,2,14
20430,K7E7X9RD,"Aruba Posta Elettronica Certificata S.P.A. in sigla ""Aruba PEC S.P.A.""",Gestori di Pubblici Servizi,ok,ASP.NET,jQuery,,,high,14,7,27
20431,K87ZJFQ4,Consorzio di Lavinio S. Olivo S. Anastasio,Stazioni Appaltanti,ok,WordPress,"Drupal,jQuery",WordPress,"Elementor,Bootstrap",high,33,35,54
20433,K8OW8ODY,Provincia del Medio Campidano,Pubbliche Amministrazioni,ok,Laravel,"React,WordPress,jQuery",,Bootstrap Italia,medium,6,3,18
20434,K980DX92,"ISTITUTO COMPRENSIVO ""DON PAPPAGALLO-GESMUNDO"" ",Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,16,8,30
20435,K9UAFJV4,AZIENDA SANITARIA TERRITORIALE DI MACERATA,Pubbliche Amministrazioni,ok,Next.js,,,,high,16,3,2
20437,kassc,Kalat Ambiente Srr S.C.P.A.,Societa' in Conto Economico Consolidato,ok,WordPress,jQuery,WordPress,,high,20,29,34
20438,KAT5U7UF,"I.C. ""Giovanni Paolo II""",Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,25,19,39
20439,KC4MDGDU,ISTITUTO ISTRUZIONE SUPERIORE AMBROSINI-M.L. KING,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,22,10,9
20440,KC7ZVBKK,FORMA.TEMP,Stazioni Appaltanti,ok,,"React,jQuery",,Bootstrap,low,16,5,19
20441,KD1DM8J9,ARSENAL.IT - CENTRO VENETO RICERCA E INNOVAZIONE PER LA SANITA DIGITALE,Pubbliche Amministrazioni,ok,Angular,,,Bootstrap Italia,medium,7,4,3
20442,KD7TODQC,Mostra d'Oltremare S.p.A.,Stazioni Appaltanti,ok,WordPress,"Drupal,React,jQuery",WordPress,Elementor,high,31,35,47
20443,KDPADR44,"Associazione Italiana per la Donazione di Organi, Tessuti e Cellule",Gestori di Pubblici Servizi,ok,WordPress,,WordPress,"Elementor,Foundation,Bootstrap",high,83,80,12
20445,KFP95G9R,VALORIDICARTA SPA,Stazioni Appaltanti,ok,,jQuery,,Bootstrap,low,3,5,7
20446,KGLIPRLH,Fondazione IRCCS San Gerardo dei Tintori di Monza,Pubbliche Amministrazioni,error,,,,,low,0,0,0
20447,KGO0UU5C,CONSORZIO DEL TUSCOLO,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,6,5,4
20449,KH5RHFCV,MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,Pubbliche Amministrazioni,ok,Drupal,"Angular,React,jQuery",Drupal,Bootstrap,high,25,68,62
20450,KHEH4P7A,A.M.A.CO. S.P.A.,Stazioni Appaltanti,error,,,,,low,0,0,0
20451,KHS8BAX6,AZIENDA SANITARIA TERRITORIALE DI ANCONA,Pubbliche Amministrazioni,ok,Next.js,,,,high,16,3,2
20452,kisu,Kalat Impianti Srl Unipersonale,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,12,6,24
20453,KIWMXNLV,Fit for Medical Robotics Fondazione,Gestori di Pubblici Servizi,ok,,jQuery,,,low,5,3,6
20454,KJ5DGXX5,I.I.S. LICEO G.M. DETTORI- L.A. F. DE ANDRE,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20456,KM0AWSR8,UNIONE DEI COMUNI LOMBARDA MAGHERNO-TORRE D'ARESE,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap,medium,5,4,3
20457,KM9238GS,Hera Spa ,Gestori di Pubblici Servizi,ok,Liferay,"Next.js,Nuxt,Vue,React,jQuery",Liferay,,high,17,6,33
20459,KNAF21PI,"Fondazione Pietro Giacomo Rusconi, Villa Ghigi, per l'Innovazione Urbana",Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,,high,60,4,77
20460,KO2RMNLA,Notizario Comunale Appiano Caldaro Srl,Gestori di Pubblici Servizi,ok,,"React,jQuery",,,low,7,1,10
20461,KP2ON52O,ISTITUTO TECNICO SUPERIORE NUOVE TECNOLOGIE PER IL MADE IN ITALY-SISTEMA MECCANICA,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,18,15,26
20463,KPSLWW8Q,DIOCESI DI ALGHERO - BOSA,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,Bootstrap,high,12,7,18
20465,KQ0W3IDK,ASTEA MULTISERVIZI SRL,Stazioni Appaltanti,ok,Joomla,,Joomla,,high,0,1,2
20466,KQHS3OX7,Azienda Regionale delle Attività Produttive,Stazioni Appaltanti,ok,,"Vue,jQuery,React",,Bootstrap Italia,low,13,5,20
20468,KR48HK0K,Arcidiocesi di Manfredonia - Vieste - San Giovanni Rotondo,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,Bootstrap,high,22,27,37
20469,KRBOKA6D,AZIENDA SPECIALE MONTESERVIZI,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,Bootstrap,high,42,34,69
20470,KTC92OJB,Azienda Municipale Igiene Urbana Puglia S.p.a.,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,Bootstrap,high,8,8,8
20472,KUE9J1VN,COLLEGIO INTERPROVINCIALE DEI PERITI AGRARI E DEI PERITI AGRARI LAUREATI DI BRESCIA CREMONA MANTOVA SONDRIO,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,,high,19,5,25
20475,KVXA3LTB,Soggetto attuatore Regione Autonoma Valle d'Aosta emergenza Ucraina - OCDPC 872-2022,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,medium,8,4,10
20476,KWGN5WZY,I.C.-S.S. VESUVIO-SALVEMINI,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,14,5,7
20477,KXPWVE0J,FONDAZIONE ITS INFMOB PMO,Gestori di Pubblici Servizi,error,,,,,low,0,0,0
20478,KYH72139,AZIENDA SOCIO SANITARIA LOCALE N. 8 DI CAGLIARI,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,21,8,9
20479,KZ2I9QP5,Finpiemonte Spa,Societa' in Conto Economico Consolidato,ok,Drupal,jQuery,Drupal,Bootstrap,high,6,6,13
20481,l_686,Comune di Varmo,Pubbliche Amministrazioni,ok,Angular,"jQuery,React",,Bootstrap Italia,medium,9,2,17
20482,L02GXCSL,ISTITUTO COMPRENSIVO TEMPESTA GALATEO,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,22,11,9
20483,L14UWJCD,ISTITUTO COMPRENSIVO PRESIDE LUCIA PALAZZO -SECONDO ,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,27,2,41
20484,L1L850YR,ISTITUTO COMPRENSIVO DI LESTIZZA TALMASSONS MORTEGLIANO CASTIONS,Pubbliche Amministrazioni,ok,WordPress,"Joomla,React,jQuery",WordPress,Bootstrap Italia,high,6,2,16
20485,L1RCUSU5,Liceo Linguistico ed Economico Sociale Giulietta Masina,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,21,10,34
20486,L3PHK8V3,ACCADEMIA DI BELLE ARTI STATALE DI RAVENNA,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Elementor,high,38,39,10
20487,L53L5UMV,AG.EN.A. SOCIETA' A RESPONSABILITA' LIMITATA,Gestori di Pubblici Servizi,ok,,,,Bootstrap Italia,low,6,7,2
20488,L59XBHXJ,OCDPC_1138_2025,Pubbliche Amministrazioni,error,,,,,low,0,0,0
20489,L5F15DKV,IC MONTESCUDO-MONTECOLOMBO SASSOFELTRIO,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,12,37,23
20490,L5KDPNA8,Fondazione Musei Civici di Venezia,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,Bootstrap,high,8,2,16
20491,L5W3VYCZ,Siciliacque S.p.A.,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,Bootstrap,high,6,2,14
20493,L88YA98S,Fondazione La Triennale di Milano,Stazioni Appaltanti,ok,Next.js,React,,,high,14,2,4
20494,L8CEKA7R," Istituto Comprensivo ""Carmine - San Felice""",Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,21,10,34
20495,L95LH6FN,Consorzio Industriale del Lazio,Gestori di Pubblici Servizi,ok,,"Vue,jQuery,React",,Bootstrap Italia,low,13,5,20
20496,L9FFHE30,Ordine della Professione Sanitaria di Fisioterapista Provincia di Cosenza,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,19,10,24
20497,la_012,LICEO ARTISTICO A.FRATTINI,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,11,10,3
20498,lacasa,La C.A.S.A. Centro Assistenza Servizi per Anziani,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,Bootstrap,high,10,7,11
20499,laciarpe,Liceo Artistico Ciardo-pellegrino,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,25,18,39
20500,LACO,Liceo Artistico Cademia di Ortisei,Pubbliche Amministrazioni,ok,,,,,low,1,0,0
20501,lalfa,LICEO F. ARCANGELI,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,11,10,16
20502,lamap,Liceo Artistico Musicale A. Passaglia,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20503,lamco,Liceo Artistico Musicale Coreutico,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,Bootstrap,medium,21,14,27
20504,lans,Liceo Artistico Nervi Severini,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,22,12,9
20505,LAR,Liceo Antonio Rosmini Trento,Pubbliche Amministrazioni,ok,WordPress,Joomla,WordPress,Bootstrap Italia,high,6,2,6
20506,larcme,Liceo Artistico Regionale C.M. Esposito,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,11,10,16
20507,laren,Liceo Artistico Regionale L. e M. Cascio,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,20,18,32
20508,larlr,ARLAB Agenzia Regionale Lavoro e Apprendimento Basilicata,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap,high,23,20,36
20509,larrl,Liceo Artistico Regionale Raffaele Libertini,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,,high,10,3,15
20510,larts,Liceo Artistico Statale,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,17,5,23
20511,lasam,Liceo Artistico Statale Amedeo Modigliani,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,11,10,16
20512,lasm,Liceo Artistico Sabatini Menna,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20513,lasmmla,Liceo Artistico Statale M.M. Lazzaro,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,Bootstrap,high,21,12,32
20514,laspa,Latina Ambiente Spa,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,Elementor,high,5,35,19
20515,lavffe,Liceo A.Volta F.Fellini,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20516,LB18N8G2,Federazione Italiana Canottaggio,Stazioni Appaltanti,ok,,,,,low,1,0,0
20517,LBKOVX0Q,SOCIETA INFORMATICA SRL,Stazioni Appaltanti,ok,,"React,jQuery",,,low,4,3,7
20518,LBQ2CU6I,AREA S.R.L.,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,Elementor,high,25,49,9
20519,lbr_tn,Liceo Bertrand Russell di Cles,Pubbliche Amministrazioni,ok,Django,"WordPress,React,jQuery",WordPress,Bootstrap Italia,medium,14,3,18
20520,lc_022,Liceo Classico G.Prati,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,25,10,38
20521,lc_tn,Liceo Andrea Maffei,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Elementor,high,24,20,31
20522,LC7LOEVA,CONSORZIO Z.I.R. DI CHILIVANI OZIERI IN LIQUIDAZIONE,Stazioni Appaltanti,ok,WordPress,"React,jQuery",WordPress,,high,25,13,37
20523,lca,Liquidazione Coatta Amministrativa Ex U.S.L. Ba13,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20524,lcaba11,Liquidazione Coatta Amministrativa Ex U.S.L. Ba11,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20525,lcaba16,Liquidazione Coatta Amministrativa Ex U.S.L. Ba16,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20526,lcaba7,Liquidazione Coatta Amministrativa Ex U.S.L. Ba7,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20527,lcaeub14,Liquidazione Coatta Amministrativa Ex U.S.L. Ba14,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20528,lcaeuba2,Liquidazione Coatta Amministrativa Ex U.S.L. Ba2,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20529,lcaeuba3,Liquidazione Coatta Amministrativa Ex U.S.L. Ba3,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20530,lcaeuba4,Liquidazione Coatta Amministrativa Ex U.S.L. Ba4,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20531,lcau,Liquidazione Coatta Amministrativa Ex U.S.L. Ba15,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20532,LCB,LICEO GIOSUE' CARDUCCI,Pubbliche Amministrazioni,ok,WordPress,"Joomla,React,jQuery",WordPress,Bootstrap Italia,high,6,2,16
20533,lcba1,Liquidazione Coatta Amministrativa Ex U.S.L. Ba1,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20534,lcba10,Liquidazione Coatta Amministrativa Ex U.S.L. Ba10,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20535,lcba12,Liquidazione Coatta Amministrativa Ex U.S.L. Ba12,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20536,lcba17,Liquidazione Coatta Amministrativa Ex U.S.L. Ba17,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20537,lcba18,Liquidazione Coatta Amministrativa Ex U.S.L. Ba18,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20538,lcba5,Liquidazione Coatta Amministrativa Ex U.S.L. Ba5,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20539,lcba6,Liquidazione Coatta Amministrativa Ex U.S.L. Ba6,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20540,lcba8,Liquidazione Coatta Amministrativa Ex U.S.L. Ba8,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
20541,lcd,Liceo Classico Diaz,Pubbliche Amministrazioni,ok,WordPress,,WordPress,"Bootstrap Italia,Elementor",high,28,21,11
20542,lcda,Liceo Classico Dante Alighieri,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,34
20543,lcgc,Liceo Galilei - Curie,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,11,11,16
20544,lcgce,Liceo Classico Giannone,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,20,10,33
20545,lcpcolet,Liceo Classico Pietro Colletta,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,13,14,9
20546,lcsc_063,Liceo Classico Statale Carducci,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,12,32
20547,lctgarsr,Liceo Classico T. Gargallo,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,20,9,32
20548,LDFWJE2G,"I.C. ""OBERDAN - V. EMANUELE III""",Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,1,9,8
20549,ldibc,Laboratorio di Diagnostica per I Beni Culturali,Pubbliche Amministrazioni,ok,Angular,"React,Stimulus",,,medium,26,9,22
20550,ldnpba,Liceo De Nittis Pascali,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,22,13,12
20552,LEEJ96WK,AZIENDA COMUNALE MULTISERVIZI S.R.L.,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,Bootstrap Italia,high,15,17,9
20553,leida_rm,DiSCo - Ente regionale per il diritto allo studio e la promozione della conoscenza,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap,high,19,10,31
20554,lelsn,Laboratorio Europeo di Spettroscopie non Lineari,Pubbliche Amministrazioni,error,,,,,low,0,0,0
20555,LENATOMX,Fondimpresa,Stazioni Appaltanti,ok,Drupal,"React,jQuery",Drupal,Bootstrap,high,46,86,88
20556,LENVFO4Q,"Realizzazione e gestione Servizi Pubblici Locali s.p.a. per brevità ""COGEIDE S.P.A.""",Gestori di Pubblici Servizi,ok,WordPress,,WordPress,Bootstrap,high,22,20,8
20557,lepest,Liceo E. Pestalozzi,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20558,lepida,Lepida Scpa,Gestori di Pubblici Servizi,ok,Drupal,jQuery,Drupal,Bootstrap,high,71,52,104
20559,lev,Licei Einstein - Da Vinci,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20560,lff_TN,Liceo Fabio Filzi di Rovereto,Pubbliche Amministrazioni,ok,,,,,low,0,0,0
20561,lfl,Latina Formazione e Lavoro S.R.L.,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,Elementor,high,2,36,8
20562,LFN42MVX,IIS GALILEI VOGHERA,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,11,34
20563,LG7MDDV2,ISTITUTO COMPRENSIVO COLLESANO,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20564,lgar_tn,Liceo Ginnasio Antonio Rosmini di Rovereto,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,5,2,13
20565,lgm,Liceo Galilei-moro,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20566,LGUX4O4E,Federazione Italiana di Tiro con l'Arco,Stazioni Appaltanti,ok,Joomla,,Joomla,,medium,15,2,2
20567,LGV5KFOA,Rete Ferroviaria Italiana ,Gestori di Pubblici Servizi,ok,,"React,jQuery",,Foundation,low,17,4,22
20569,licemaza,Liceo Artistico Don Gaspare Morello,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,11,10,3
20570,lifaen,Liceo Torricelli Ballardini,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20571,LILcT,Lega Italiana per la Lotta contro i Tumori,Pubbliche Amministrazioni,ok,Drupal,jQuery,Drupal,,high,94,2,176
20572,lincei,Accademia Nazionale dei Lincei,Pubbliche Amministrazioni,ok,Drupal,"React,jQuery",Drupal,Bootstrap Italia,high,13,22,32
20573,lispa,Azienda Regionale per l'Innovazione egli Acquisti - ARIA SpA,Societa' in Conto Economico Consolidato,ok,,,,,low,0,0,0
20574,lisparm,Lazio Innova S.P.A.,Societa' in Conto Economico Consolidato,ok,WordPress,"React,jQuery",WordPress,,high,20,26,29
20575,LIT1OX6Y,PRO-BRIXIA AZIENDA SPECIALE DELLA CAMERA DI COMMERCIO DI BRESCIA,Stazioni Appaltanti,ok,WordPress,"React,jQuery",WordPress,Elementor,high,38,50,66
20576,LJ0GM02U,FROSINONE FORMAZIONE E LAVORO,Stazioni Appaltanti,ok,WordPress,"React,jQuery",WordPress,,high,19,54,32
20578,LJ7RY6J6,Servizi Intercomunali Ecologici s.r.l.,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,7,3,10
20579,LKJCBMBD,FEDERAZIONE NAZIONALE ORDINI DELLA PROFESSIONE SANITARIA DI FISIOTERAPISTA,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,19,10,24
20581,LKQSFID5,Centro Cardiologico Monzino,Gestori di Pubblici Servizi,ok,,,,,low,11,4,0
20582,LKTI3C3A,Società Abruzzese per il Servizio Idrico Integrato,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,22,9,12
20583,LL_TN,Liceo Linguistico di Trento,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,Bootstrap,medium,29,32,31
20588,llp,Liceo Lanza-Perugini,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,25,11,42
20589,llpac,Liceo L.Pepe A. Calamo,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,11,10,16
20590,llpic,Liceo Lucio Piccolo,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,18,16,32
20591,llsnc,Liceo Linguistico Statale,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20592,lluaa,Liceo Ling. - Sc. Umane Amoretti e Artistico,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,17,11,32
20593,lm,Liceo 'Marzolla-leo-simone-durano',Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
20594,lmlat,Liceo Majorana Laterza,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,4,2,10
20595,lmsrl,Laveno Mombello Srl,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,,high,12,12,18
20596,lmtcp,Liceo Marco Tullio Cicerone - Pollione,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,13,13,9
20597,LN4VDSU6,I.C.S GUASTELLA  LANDOLINA,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,20,11,29
20599,LOBCIHMD,GIGAS RETE S.R.L.,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,,high,34,20,49
